Group,User Story
Qwen/Qwen3-8B,"As a user, I want to view a series' spoken languages so that I can check if it matches my language preferences.  "
Qwen/Qwen3-8B,"As a user, I want to view a series' production companies so that I can learn about its creators.  "
Qwen/Qwen3-8B,"As a user, I want to view a series' average rating so that I can gauge its quality.  "
Qwen/Qwen3-8B,"As a user, I want to view a series' reviews so that I can read others' opinions.  "
Qwen/Qwen3-8B,"As a user, I want to like a series review so that I can show agreement with another user's perspective.  "
Qwen/Qwen3-8B,"As a user, I want to view a cinema's showtimes so that I can plan my movie-watching schedule.  "
Qwen/Qwen3-8B,"As a user, I want to view a cinema's ticket prices so that I can budget for my visit.  "
Qwen/Qwen3-8B,"As a user, I want to view a cinema's location so that I can find it easily.  "
Qwen/Qwen3-8B,"As a user, I want to view a cinema's availability so that I can check if a movie is playing there.  "
Qwen/Qwen3-8B,"As a user, I want to search for movies by location so that I can find nearby showtimes.  "
Qwen/Qwen3-8B,"As a user, I want to override my location manually so that I can check availability in a different area.  "
Qwen/Qwen3-8B,"As a user, I want to view a movie's streaming availability so that I can watch it online.  "
Qwen/Qwen3-8B,"As a user, I want to view a series' streaming availability so that I can watch it online.  "
Qwen/Qwen3-8B,"As a user, I want to view a movie's region lock information so that I can check if it's available in my country.  "
Qwen/Qwen3-8B,"As a user, I want to access location-based search features so that I can find movies near me.  "
Qwen/Qwen3-8B,"As a user, I want to view a movie's cast and crew details so that I can learn about the people involved.  "
Qwen/Qwen3-8B,"As a user, I want to view a movie's production country so that I can explore films from different regions.  "
Qwen/Qwen3-8B,"As a user, I want to access premium features so that I can enjoy enhanced functionality.  "
Qwen/Qwen3-8B,"As a user, I want to view a movie's episode details so that I can track its progress.  "
Qwen/Qwen3-8B,"As a user, I want to rate an episode so that I can share my opinion with others.  "
Qwen/Qwen3-8B,"As a user, I want to review an episode so that I can provide detailed feedback for other users.  "
Qwen/Qwen3-8B,"As a user, I want to view an episode's synopsis so that I can understand its plot before watching.  "
Qwen/Qwen3-8B,"As a user, I want to view an episode's spoken languages so that I can check if it matches my language preferences.  "
Qwen/Qwen3-8B,"As a user, I want to view an episode's production information so that I can learn about its creators.  "
Qwen/Qwen3-8B,"As a user, I want to view an episode's average rating so that I can gauge its quality.  "
Qwen/Qwen3-8B,"As a user, I want to view an episode's reviews so that I can read others' opinions.  "
Qwen/Qwen3-8B,"As a user, I want to like an episode review so that I can show agreement with another user's perspective.  "
Qwen/Qwen3-8B,"As a user, I want to manage my lists so that I can organize my favorite movies and series.  "
Qwen/Qwen3-8B,"As a user, I want to categorize my lists so that I can group content by themes or genres.  "
Qwen/Qwen3-8B,"As a user, I want to search within my lists so that I can quickly find specific movies or series.  "
Qwen/Qwen3-8B,"As a user, I want to set a search radius for theaters so that I can limit results to nearby locations.  "
Qwen/Qwen3-8B,"As a user, I want to view a movie's availability on streaming services so that I can watch it online.  "
Qwen/Qwen3-8B,"As a user, I want to view a series' availability on streaming services so that I can watch it online.  "
Qwen/Qwen3-8B,"As a user, I want to access secure location tracking so that I can detect suspicious activity.  "
Qwen/Qwen3-8B,"As a user, I want to view a movie's metadata so that I can understand its details.  "
Qwen/Qwen3-8B,"As a user, I want to view a series' metadata so that I can understand its details.  "
Qwen/Qwen3-8B,"As a user, I want to view a cinema's metadata so that I can understand its details."
Qwen/Qwen3-14B,"As a paid user, I want to view real-time movie showtimes, so that I can find nearby cinemas playing my favorite films.  "
Qwen/Qwen3-14B,"As a paid user, I want to manually override my location, so that I can see movie showtimes in a different city.  "
Qwen/Qwen3-14B,"As a user, I want to create public or private lists of movies and series, so that I can organize my favorites without exposing them to others.  "
Qwen/Qwen3-14B,"As a user, I want to search for movies and series by title, director, or genre, so that I can quickly find what I'm looking for.  "
Qwen/Qwen3-14B,"As a user, I want to rate and review movies and series, so that I can share my opinions with other cinephiles.  "
Qwen/Qwen3-14B,"As a user, I want to follow other users and see their reviews and lists, so that I can discover new content through their recommendations.  "
Qwen/Qwen3-14B,"As a paid user, I want to see cinema locations and showtimes based on my current location, so that I can plan my movie outings.  "
Qwen/Qwen3-14B,"As a user, I want to add movies and series to my lists, so that I can keep track of what I want to watch.  "
Qwen/Qwen3-14B,"As a user, I want to filter search results by type (movie, series, user), so that I can avoid irrelevant results.  "
Qwen/Qwen3-14B,"As a user, I want to see the most popular movies and series at the top of search results, so that I can discover trending content.  "
Qwen/Qwen3-14B,"As a user, I want to view detailed metadata for movies and series, such as director, cast, and genres, so that I can make informed decisions.  "
Qwen/Qwen3-14B,"As a user, I want to create and manage multiple lists with titles and descriptions, so that I can categorize my content effectively.  "
Qwen/Qwen3-14B,"As a user, I want to sort my lists by category or tags, so that I can find them more easily.  "
Qwen/Qwen3-14B,"As a user, I want to see reviews and ratings for movies and series, so that I can understand others' opinions before watching.  "
Qwen/Qwen3-14B,"As a user, I want to search for movies and series by spoken language or country of origin, so that I can find content in my preferred language.  "
Qwen/Qwen3-14B,"As a user, I want to see streaming availability for series and episodes, so that I can know where to watch them.  "
Qwen/Qwen3-14B,"As a user, I want to see the average rating of a movie or series, so that I can gauge its popularity.  "
Qwen/Qwen3-14B,"As a user, I want to create a list of movies or series that I want to watch later, so that I can track my future viewing plans.  "
Qwen/Qwen3-14B,"As a user, I want to see the cast and crew of a movie or series, so that I can identify actors and directors I like.  "
Qwen/Qwen3-14B,"As a user, I want to view detailed information about a series, including its seasons and episodes, so that I can explore the full content.  "
Qwen/Qwen3-14B,"As a user, I want to see reviews for individual episodes or entire seasons, so that I can understand different perspectives.  "
Qwen/Qwen3-14B,"As a user, I want to see the production companies and languages associated with a movie or series, so that I can learn more about its background.  "
Qwen/Qwen3-14B,"As a user, I want to see the countries where a movie or series was filmed, so that I can appreciate its cultural context.  "
Qwen/Qwen3-14B,"As a user, I want to search for movies and series by their release year or decade, so that I can find content from specific time periods.  "
Qwen/Qwen3-14B,"As a user, I want to see the trailer and poster for a movie or series, so that I can preview it before watching.  "
Qwen/Qwen3-14B,"As a user, I want to see the synopsis of a movie or series, so that I can understand its plot.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have watched a movie or series, so that I can connect with others who have seen it.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have reviewed a movie or series, so that I can read their insights.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have added a movie or series to their lists, so that I can find others with similar tastes.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have followed me, so that I can engage with my audience.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have liked my reviews or lists, so that I can understand what content resonates with others.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have shared my reviews or lists, so that I can track the reach of my content.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have commented on my reviews or lists, so that I can interact with them.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have rated a movie or series, so that I can understand its popularity.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have added a movie or series to their watchlists, so that I can find others with similar interests.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have created lists similar to mine, so that I can find inspiration for my own lists.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have followed the same movies or series as me, so that I can connect with like-minded individuals.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have reviewed the same movies or series as me, so that I can compare opinions.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have added the same movies or series to their lists as me, so that I can find others with similar tastes.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have liked the same movies or series as me, so that I can discover new people to follow.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have shared the same movies or series as me, so that I can engage with them.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have commented on the same movies or series as me, so that I can participate in discussions.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have rated the same movies or series as me, so that I can understand their perspectives.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have added the same movies or series to their watchlists as me, so that I can find others with similar interests.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have created lists that include the same movies or series as me, so that I can find inspiration.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have followed the same movies or series as me, so that I can connect with others who share my interests.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have reviewed the same movies or series as me, so that I can compare their opinions with mine.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have added the same movies or series to their lists as me, so that I can find others with similar tastes.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have liked the same movies or series as me, so that I can discover new people to follow.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have shared the same movies or series as me, so that I can engage with them.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have commented on the same movies or series as me, so that I can participate in discussions.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have rated the same movies or series as me, so that I can understand their perspectives.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have added the same movies or series to their watchlists as me, so that I can find others with similar interests.  "
Qwen/Qwen3-14B,"As a user, I want to see the list of users who have created lists that include the same movies or series as me, so that I can find inspiration."
Qwen/Qwen3-32B,"As a paid user, I want to override my location manually, so that I can view cinema information for a destination I'm traveling to.  "
Qwen/Qwen3-32B,"As a paid user, I want to see real-time showtimes for movies in nearby cinemas, so that I can plan my visits.  "
Qwen/Qwen3-32B,"As a paid user, I want to receive cinema details sorted by proximity to my current location, so that I can find the closest options quickly.  "
Qwen/Qwen3-32B,"As a user, I want to create a public list of movies or series, so that others can discover my recommendations.  "
Qwen/Qwen3-32B,"As a user, I want to create a private list of movies or series, so that only I can access my personal collection.  "
Qwen/Qwen3-32B,"As a user, I want to search for movies or series by title, director, or genre, so that I can find content easily.  "
Qwen/Qwen3-32B,"As a user, I want to rate a movie or series, so that I can share my opinion with others.  "
Qwen/Qwen3-32B,"As a user, I want to leave a review for a movie, episode, season, or series, so that I can provide detailed feedback.  "
Qwen/Qwen3-32B,"As a user, I want to view reviews left by others, so that I can make informed decisions about content.  "
Qwen/Qwen3-32B,"As a user, I want to follow other users, so that I can see their activity and recommendations.  "
Qwen/Qwen3-32B,"As a user, I want to like a review, so that I can express agreement with others' opinions.  "
Qwen/Qwen3-32B,"As a user, I want to view a list of cinemas showing a specific movie, so that I can choose where to watch it.  "
Qwen/Qwen3-32B,"As a user, I want to see the distance from my location to a cinema, so that I can plan my travel time.  "
Qwen/Qwen3-32B,"As a paid user, I want to set a favorite cinema, so that it appears at the top of my search results.  "
Qwen/Qwen3-32B,"As a user, I want to search for movies available on streaming services, so that I can find where to watch them.  "
Qwen/Qwen3-32B,"As a user, I want to see region restrictions for movies or series, so that I know if they are available in my country.  "
Qwen/Qwen3-32B,"As a moderator, I want to review and approve user-submitted metadata changes, so that data remains accurate and consistent.  "
Qwen/Qwen3-32B,"As a user, I want to receive notifications for new movies or series added to the platform, so that I stay updated on content.  "
Qwen/Qwen3-32B,"As a user, I want to create tags or categories for my lists, so that I can organize my content more effectively.  "
Qwen/Qwen3-32B,"As a user, I want to sort my lists by title, date, or other attributes, so that I can manage them efficiently.  "
Qwen/Qwen3-32B,"As a user, I want to limit the number of lists I can create, so that the system remains performant and secure.  "
Qwen/Qwen3-32B,"As a user, I want to view the average rating of a movie or series, so that I can gauge its popularity.  "
Qwen/Qwen3-32B,"As a user, I want to filter search results by type (movie, series, user), so that I can find specific content quickly.  "
Qwen/Qwen3-32B,"As a user, I want to see the most popular movies or series based on activity, so that I can discover trending content.  "
Qwen/Qwen3-32B,"As a user, I want to view the cast and crew information for a movie or series, so that I can learn about the creators.  "
Qwen/Qwen3-32B,"As a user, I want to see the languages in which a movie or series is spoken, so that I can choose content matching my preferences.  "
Qwen/Qwen3-32B,"As a user, I want to view the production companies associated with a movie or series, so that I can explore their other works.  "
Qwen/Qwen3-32B,"As a user, I want to see the countries where a movie or series was filmed, so that I can learn about its production background.  "
Qwen/Qwen3-32B,"As a user, I want to view the synopsis of a movie or series, so that I can understand its plot before watching.  "
Qwen/Qwen3-32B,"As a user, I want to see the trailer of a movie or series, so that I can preview its content.  "
Qwen/Qwen3-32B,"As a user, I want to view the poster of a movie or series, so that I can recognize it visually.  "
Qwen/Qwen3-32B,"As a user, I want to see the average rating of a movie or series, so that I can gauge its quality.  "
Qwen/Qwen3-32B,"As a user, I want to view the list of reviews for a movie or series, so that I can read others' opinions.  "
Qwen/Qwen3-32B,"As a user, I want to see the number of times a movie or series has been viewed, so that I can assess its popularity.  "
Qwen/Qwen3-32B,"As a user, I want to view the list of users who have watched a movie or series, so that I can connect with similar viewers.  "
Qwen/Qwen3-32B,"As a user, I want to see the genres associated with a movie or series, so that I can filter content by type.  "
Qwen/Qwen3-32B,"As a user, I want to view the runtime of a movie or series, so that I can plan my watching time.  "
Qwen/Qwen3-32B,"As a user, I want to see the release date of a movie or series, so that I can track its availability.  "
Qwen/Qwen3-32B,"As a user, I want to view the list of episodes in a series, so that I can navigate through the content.  "
Qwen/Qwen3-32B,"As a user, I want to see the runtime of each episode in a series, so that I can plan my viewing.  "
Qwen/Qwen3-32B,"As a user, I want to view the list of seasons in a series, so that I can explore its structure.  "
Qwen/Qwen3-32B,"As a user, I want to see the average rating of each season in a series, so that I can assess its quality.  "
Qwen/Qwen3-32B,"As a user, I want to view the list of reviews for each season in a series, so that I can read detailed feedback.  "
Qwen/Qwen3-32B,"As a user, I want to see the number of times each season in a series has been viewed, so that I can gauge its popularity.  "
Qwen/Qwen3-32B,"As a user, I want to view the list of users who have watched each season in a series, so that I can connect with similar viewers.  "
Qwen/Qwen3-32B,"As a user, I want to see the genres associated with each season in a series, so that I can filter content by type.  "
Qwen/Qwen3-32B,"As a user, I want to view the runtime of each season in a series, so that I can plan my watching time.  "
Qwen/Qwen3-32B,"As a user, I want to see the release date of each season in a series, so that I can track its availability."
